,purchase_id,customer_id,product_id,quantity,purchase_date,store,name,city,signup_date,product_name,category,price,total_price
461,T0462,C063,P010,2,2023-03-18 20:00:00,Store A,George Davis,San Diego,2023-07-06,Power Bank,Electronics,72.41,144.82
462,T0463,C076,P036,2,2023-03-19 00:00:00,Store C,Teresa Brown,Los Angeles,2023-08-14,Comic Book,Books,42.37,84.74
463,T0464,C096,P008,3,2023-03-19 04:00:00,Store C,Hannah Brown,San Francisco,2023-10-13,Webcam,Electronics,1376.55,4129.65
464,T0465,C081,P020,1,2023-03-19 08:00:00,Store A,Charlie Anderson,San Diego,2023-08-29,Scarf,Clothing,42.03,42.03
465,T0466,C029,P032,1,2023-03-19 12:00:00,Store C,Quinn Jackson,San Francisco,2023-03-26,Cookbook,Books,37.88,37.88
466,T0467,C098,P050,2,2023-03-19 16:00:00,Store B,Alice Davis,Portland,2023-10-19,Skateboard,Sports,295.47,590.94
467,T0468,C081,P014,1,2023-03-19 20:00:00,Store B,Charlie Anderson,San Diego,2023-08-29,Jacket,Clothing,145.27,145.27
468,T0469,C058,P050,1,2023-03-20 00:00:00,Store A,Hannah Lee,Seattle,2023-06-21,Skateboard,Sports,295.47,295.47
469,T0470,C033,P028,1,2023-03-20 04:00:00,Store B,Eric Chen,Seattle,2023-04-07,Pillow,Home & Garden,54.92,54.92
470,T0471,C091,P046,2,2023-03-20 08:00:00,Store B,Alice Davis,Seattle,2023-09-28,Water Bottle,Sports,446.65,893.3
471,T0472,C081,P024,3,2023-03-20 12:00:00,Store A,Charlie Anderson,San Diego,2023-08-29,Lamp,Home & Garden,177.47,532.41
472,T0473,C075,P015,1,2023-03-20 16:00:00,Store C,Alice Wilson,Los Angeles,2023-08-11,Shoes,Clothing,130.89,130.89
473,T0474,C096,P022,4,2023-03-20 20:00:00,Store A,Hannah Brown,San Francisco,2023-10-13,Blender,Home & Garden,281.8,1127.2
474,T0475,C090,P030,2,2023-03-21 00:00:00,Store B,Charlie Chen,San Francisco,2023-09-25,Picture Frame,Home & Garden,265.05,530.1
475,T0476,C035,P004,3,2023-03-21 04:00:00,Store A,Quinn Martinez,Sacramento,2023-04-13,Monitor,Electronics,985.93,2957.79
476,T0477,C056,P013,2,2023-03-21 08:00:00,Store A,George Patel,Sacramento,2023-06-15,Sweater,Clothing,145.67,291.34
477,T0478,C048,P023,3,2023-03-21 12:00:00,Store B,Kevin Singh,San Francisco,2023-05-22,Vacuum,Home & Garden,213.37,640.11
478,T0479,C088,P008,1,2023-03-21 16:00:00,Store B,Patricia Patel,San Francisco,2023-09-19,Webcam,Electronics,1376.55,1376.55
479,T0480,C010,P018,3,2023-03-21 20:00:00,Store A,Bob Jackson,Los Angeles,2023-01-28,Dress,Clothing,130.65,391.95
480,T0481,C077,P012,1,2023-03-22 00:00:00,Store B,Quinn Wilson,Los Angeles,2023-08-17,Jeans,Clothing,75.66,75.66
481,T0482,C089,P031,3,2023-03-22 04:00:00,Store B,Hannah Lee,San Diego,2023-09-22,Fiction Novel,Books,39.63,118.89
482,T0483,C095,P014,5,2023-03-22 08:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Jacket,Clothing,145.27,726.35
483,T0484,C059,P034,1,2023-03-22 12:00:00,Store B,Rachel Wilson,Seattle,2023-06-24,Textbook,Books,24.38,24.38
484,T0485,C092,P018,1,2023-03-22 16:00:00,Store B,Steve Garcia,Los Angeles,2023-10-01,Dress,Clothing,130.65,130.65
485,T0486,C027,P034,3,2023-03-22 20:00:00,Store B,Ian Patel,Seattle,2023-03-20,Textbook,Books,24.38,73.14
486,T0487,C093,P011,1,2023-03-23 00:00:00,Store C,Nina Rodriguez,Los Angeles,2023-10-04,T-Shirt,Clothing,140.68,140.68
487,T0488,C031,P041,3,2023-03-23 04:00:00,Store A,George Martinez,San Francisco,2023-04-01,Yoga Mat,Sports,258.24,774.72
488,T0489,C064,P012,1,2023-03-23 08:00:00,Store B,Patricia Jackson,Portland,2023-07-09,Jeans,Clothing,75.66,75.66
489,T0490,C091,P049,1,2023-03-23 12:00:00,Store A,Alice Davis,Seattle,2023-09-28,Bicycle,Sports,60.58,60.58
490,T0491,C034,P015,5,2023-03-23 16:00:00,Store C,Quinn Brown,Sacramento,2023-04-10,Shoes,Clothing,130.89,654.45
491,T0492,C046,P031,2,2023-03-23 20:00:00,Store B,Eric Patel,Los Angeles,2023-05-16,Fiction Novel,Books,39.63,79.26
492,T0493,C087,P049,3,2023-03-24 00:00:00,Store A,Alice Rodriguez,Los Angeles,2023-09-16,Bicycle,Sports,60.58,181.74
493,T0494,C087,P029,1,2023-03-24 04:00:00,Store B,Alice Rodriguez,Los Angeles,2023-09-16,Candle,Home & Garden,162.72,162.72
494,T0495,C082,P026,2,2023-03-24 08:00:00,Store B,Rachel Rodriguez,San Francisco,2023-09-01,Rug,Home & Garden,190.28,380.56
495,T0496,C085,P018,2,2023-03-24 12:00:00,Store B,Ian Patel,Portland,2023-09-10,Dress,Clothing,130.65,261.3
496,T0497,C075,P032,2,2023-03-24 16:00:00,Store B,Alice Wilson,Los Angeles,2023-08-11,Cookbook,Books,37.88,75.76
497,T0498,C049,P022,2,2023-03-24 20:00:00,Store B,Patricia Chen,San Francisco,2023-05-25,Blender,Home & Garden,281.8,563.6
498,T0499,C059,P038,2,2023-03-25 00:00:00,Store B,Rachel Wilson,Seattle,2023-06-24,Self-Help,Books,44.68,89.36
499,T0500,C039,P017,1,2023-03-25 04:00:00,Store B,Bob Thompson,Los Angeles,2023-04-25,Socks,Clothing,70.06,70.06
500,T0501,C096,P023,1,2023-03-25 08:00:00,Store C,Hannah Brown,San Francisco,2023-10-13,Vacuum,Home & Garden,213.37,213.37
501,T0502,C078,P024,3,2023-03-25 12:00:00,Store C,Diana Garcia,Seattle,2023-08-20,Lamp,Home & Garden,177.47,532.41
502,T0503,C064,P050,1,2023-03-25 16:00:00,Store B,Patricia Jackson,Portland,2023-07-09,Skateboard,Sports,295.47,295.47
503,T0504,C069,P008,2,2023-03-25 20:00:00,Store B,Laura Thompson,Seattle,2023-07-24,Webcam,Electronics,1376.55,2753.1
504,T0505,C098,P041,1,2023-03-26 00:00:00,Store C,Alice Davis,Portland,2023-10-19,Yoga Mat,Sports,258.24,258.24
505,T0506,C035,P006,2,2023-03-26 04:00:00,Store C,Quinn Martinez,Sacramento,2023-04-13,Smartphone,Electronics,1413.66,2827.32
506,T0507,C078,P005,2,2023-03-26 08:00:00,Store C,Diana Garcia,Seattle,2023-08-20,Tablet,Electronics,306.81,613.62
507,T0508,C073,P044,1,2023-03-26 12:00:00,Store B,Patricia Kim,Seattle,2023-08-05,Soccer Ball,Sports,355.45,355.45
508,T0509,C080,P029,1,2023-03-26 16:00:00,Store A,Charlie Rodriguez,Seattle,2023-08-26,Candle,Home & Garden,162.72,162.72
509,T0510,C006,P028,1,2023-03-26 20:00:00,Store A,Oscar Brown,Seattle,2023-01-16,Pillow,Home & Garden,54.92,54.92
510,T0511,C095,P011,2,2023-03-27 00:00:00,Store A,Michael Kim,Los Angeles,2023-10-10,T-Shirt,Clothing,140.68,281.36
511,T0512,C097,P001,3,2023-03-27 04:00:00,Store A,Bob Thompson,San Francisco,2023-10-16,Laptop,Electronics,1097.56,3292.68
512,T0513,C077,P043,1,2023-03-27 08:00:00,Store B,Quinn Wilson,Los Angeles,2023-08-17,Tennis Racket,Sports,330.23,330.23
513,T0514,C085,P019,2,2023-03-27 12:00:00,Store A,Ian Patel,Portland,2023-09-10,Shorts,Clothing,61.2,122.4
514,T0515,C097,P009,1,2023-03-27 16:00:00,Store C,Bob Thompson,San Francisco,2023-10-16,USB Cable,Electronics,586.73,586.73
515,T0516,C086,P027,1,2023-03-27 20:00:00,Store C,Alice Patel,Portland,2023-09-13,Curtains,Home & Garden,297.17,297.17
516,T0517,C035,P034,4,2023-03-28 00:00:00,Store A,Quinn Martinez,Sacramento,2023-04-13,Textbook,Books,24.38,97.52
517,T0518,C078,P044,1,2023-03-28 04:00:00,Store C,Diana Garcia,Seattle,2023-08-20,Soccer Ball,Sports,355.45,355.45
518,T0519,C080,P004,1,2023-03-28 08:00:00,Store B,Charlie Rodriguez,Seattle,2023-08-26,Monitor,Electronics,985.93,985.93
519,T0520,C066,P036,1,2023-03-28 12:00:00,Store A,Teresa Davis,San Francisco,2023-07-15,Comic Book,Books,42.37,42.37
520,T0521,C088,P018,1,2023-03-28 16:00:00,Store A,Patricia Patel,San Francisco,2023-09-19,Dress,Clothing,130.65,130.65
521,T0522,C098,P015,1,2023-03-28 20:00:00,Store B,Alice Davis,Portland,2023-10-19,Shoes,Clothing,130.89,130.89
522,T0523,C097,P013,1,2023-03-29 00:00:00,Store C,Bob Thompson,San Francisco,2023-10-16,Sweater,Clothing,145.67,145.67
523,T0524,C068,P019,2,2023-03-29 04:00:00,Store B,Alice Rodriguez,San Diego,2023-07-21,Shorts,Clothing,61.2,122.4
524,T0525,C028,P049,1,2023-03-29 08:00:00,Store B,Quinn Rodriguez,San Francisco,2023-03-23,Bicycle,Sports,60.58,60.58
525,T0526,C100,P006,2,2023-03-29 12:00:00,Store C,Eric Davis,Seattle,2023-10-25,Smartphone,Electronics,1413.66,2827.32
526,T0527,C093,P048,1,2023-03-29 16:00:00,Store B,Nina Rodriguez,Los Angeles,2023-10-04,Jump Rope,Sports,197.16,197.16
527,T0528,C030,P012,1,2023-03-29 20:00:00,Store C,Teresa Davis,Seattle,2023-03-29,Jeans,Clothing,75.66,75.66
528,T0529,C097,P037,2,2023-03-30 00:00:00,Store C,Bob Thompson,San Francisco,2023-10-16,Travel Guide,Books,42.4,84.8
529,T0530,C095,P017,4,2023-03-30 04:00:00,Store B,Michael Kim,Los Angeles,2023-10-10,Socks,Clothing,70.06,280.24
530,T0531,C074,P023,1,2023-03-30 08:00:00,Store C,Teresa Wilson,San Diego,2023-08-08,Vacuum,Home & Garden,213.37,213.37
531,T0532,C079,P026,3,2023-03-30 12:00:00,Store B,Hannah Patel,Portland,2023-08-23,Rug,Home & Garden,190.28,570.84
532,T0533,C064,P029,2,2023-03-30 16:00:00,Store C,Patricia Jackson,Portland,2023-07-09,Candle,Home & Garden,162.72,325.44
533,T0534,C016,P033,2,2023-03-30 20:00:00,Store A,George Rodriguez,Seattle,2023-02-15,Biography,Books,38.1,76.2
534,T0535,C058,P027,2,2023-03-31 00:00:00,Store C,Hannah Lee,Seattle,2023-06-21,Curtains,Home & Garden,297.17,594.34
535,T0536,C091,P025,1,2023-03-31 04:00:00,Store C,Alice Davis,Seattle,2023-09-28,Plant Pot,Home & Garden,42.7,42.7
536,T0537,C002,P010,1,2023-03-31 08:00:00,Store B,Teresa Miller,Sacramento,2023-01-04,Power Bank,Electronics,72.41,72.41
537,T0538,C058,P047,2,2023-03-31 12:00:00,Store C,Hannah Lee,Seattle,2023-06-21,Resistance Bands,Sports,178.93,357.86
538,T0539,C064,P023,1,2023-03-31 16:00:00,Store A,Patricia Jackson,Portland,2023-07-09,Vacuum,Home & Garden,213.37,213.37
539,T0540,C075,P021,4,2023-03-31 20:00:00,Store A,Alice Wilson,Los Angeles,2023-08-11,Coffee Maker,Home & Garden,173.69,694.76
540,T0541,C097,P021,1,2023-04-01 00:00:00,Store C,Bob Thompson,San Francisco,2023-10-16,Coffee Maker,Home & Garden,173.69,173.69
541,T0542,C059,P043,1,2023-04-01 04:00:00,Store C,Rachel Wilson,Seattle,2023-06-24,Tennis Racket,Sports,330.23,330.23
542,T0543,C059,P013,2,2023-04-01 08:00:00,Store A,Rachel Wilson,Seattle,2023-06-24,Sweater,Clothing,145.67,291.34
543,T0544,C088,P037,1,2023-04-01 12:00:00,Store B,Patricia Patel,San Francisco,2023-09-19,Travel Guide,Books,42.4,42.4
544,T0545,C069,P033,2,2023-04-01 16:00:00,Store A,Laura Thompson,Seattle,2023-07-24,Biography,Books,38.1,76.2
545,T0546,C045,P024,2,2023-04-01 20:00:00,Store A,Fiona Wilson,Portland,2023-05-13,Lamp,Home & Garden,177.47,354.94
546,T0547,C069,P044,4,2023-04-02 00:00:00,Store C,Laura Thompson,Seattle,2023-07-24,Soccer Ball,Sports,355.45,1421.8
547,T0548,C033,P011,3,2023-04-02 04:00:00,Store C,Eric Chen,Seattle,2023-04-07,T-Shirt,Clothing,140.68,422.04
548,T0549,C038,P017,2,2023-04-02 08:00:00,Store A,Alice Kim,Seattle,2023-04-22,Socks,Clothing,70.06,140.12
549,T0550,C072,P004,2,2023-04-02 12:00:00,Store B,Charlie Kim,Seattle,2023-08-02,Monitor,Electronics,985.93,1971.86
550,T0551,C066,P047,4,2023-04-02 16:00:00,Store A,Teresa Davis,San Francisco,2023-07-15,Resistance Bands,Sports,178.93,715.72
551,T0552,C097,P025,1,2023-04-02 20:00:00,Store A,Bob Thompson,San Francisco,2023-10-16,Plant Pot,Home & Garden,42.7,42.7
552,T0553,C061,P030,1,2023-04-03 00:00:00,Store B,Rachel Lee,Portland,2023-06-30,Picture Frame,Home & Garden,265.05,265.05
553,T0554,C078,P009,1,2023-04-03 04:00:00,Store A,Diana Garcia,Seattle,2023-08-20,USB Cable,Electronics,586.73,586.73
554,T0555,C081,P021,1,2023-04-03 08:00:00,Store A,Charlie Anderson,San Diego,2023-08-29,Coffee Maker,Home & Garden,173.69,173.69
555,T0556,C005,P020,2,2023-04-03 12:00:00,Store C,George Miller,Seattle,2023-01-13,Scarf,Clothing,42.03,84.06
556,T0557,C083,P019,2,2023-04-03 16:00:00,Store B,Rachel Martinez,Portland,2023-09-04,Shorts,Clothing,61.2,122.4
557,T0558,C039,P019,2,2023-04-03 20:00:00,Store C,Bob Thompson,Los Angeles,2023-04-25,Shorts,Clothing,61.2,122.4
558,T0559,C099,P012,1,2023-04-04 00:00:00,Store C,Oscar Chen,Seattle,2023-10-22,Jeans,Clothing,75.66,75.66
559,T0560,C034,P037,2,2023-04-04 04:00:00,Store B,Quinn Brown,Sacramento,2023-04-10,Travel Guide,Books,42.4,84.8
560,T0561,C065,P042,1,2023-04-04 08:00:00,Store B,Patricia Anderson,Portland,2023-07-12,Dumbbells,Sports,402.17,402.17
561,T0562,C022,P017,2,2023-04-04 12:00:00,Store A,Ian Rodriguez,Seattle,2023-03-05,Socks,Clothing,70.06,140.12
562,T0563,C100,P037,2,2023-04-04 16:00:00,Store C,Eric Davis,Seattle,2023-10-25,Travel Guide,Books,42.4,84.8
563,T0564,C073,P048,1,2023-04-04 20:00:00,Store B,Patricia Kim,Seattle,2023-08-05,Jump Rope,Sports,197.16,197.16
564,T0565,C079,P039,1,2023-04-05 00:00:00,Store C,Hannah Patel,Portland,2023-08-23,Poetry,Books,46.53,46.53
565,T0566,C019,P028,1,2023-04-05 04:00:00,Store C,Ian Kim,Portland,2023-02-24,Pillow,Home & Garden,54.92,54.92
566,T0567,C088,P041,3,2023-04-05 08:00:00,Store B,Patricia Patel,San Francisco,2023-09-19,Yoga Mat,Sports,258.24,774.72
567,T0568,C043,P035,4,2023-04-05 12:00:00,Store A,Kevin Wilson,Seattle,2023-05-07,Magazine,Books,21.74,86.96
568,T0569,C096,P047,2,2023-04-05 16:00:00,Store C,Hannah Brown,San Francisco,2023-10-13,Resistance Bands,Sports,178.93,357.86
569,T0570,C043,P048,1,2023-04-05 20:00:00,Store B,Kevin Wilson,Seattle,2023-05-07,Jump Rope,Sports,197.16,197.16
570,T0571,C041,P018,1,2023-04-06 00:00:00,Store A,Fiona Lee,Seattle,2023-05-01,Dress,Clothing,130.65,130.65
571,T0572,C011,P014,2,2023-04-06 04:00:00,Store C,Michael Rodriguez,Seattle,2023-01-31,Jacket,Clothing,145.27,290.54
572,T0573,C070,P035,3,2023-04-06 08:00:00,Store B,Eric Brown,Sacramento,2023-07-27,Magazine,Books,21.74,65.22
573,T0574,C077,P044,1,2023-04-06 12:00:00,Store C,Quinn Wilson,Los Angeles,2023-08-17,Soccer Ball,Sports,355.45,355.45
574,T0575,C018,P041,1,2023-04-06 16:00:00,Store B,Teresa Miller,San Francisco,2023-02-21,Yoga Mat,Sports,258.24,258.24
575,T0576,C090,P007,2,2023-04-06 20:00:00,Store B,Charlie Chen,San Francisco,2023-09-25,Headphones,Electronics,1433.2,2866.4
576,T0577,C069,P041,1,2023-04-07 00:00:00,Store C,Laura Thompson,Seattle,2023-07-24,Yoga Mat,Sports,258.24,258.24
577,T0578,C074,P013,1,2023-04-07 04:00:00,Store C,Teresa Wilson,San Diego,2023-08-08,Sweater,Clothing,145.67,145.67
578,T0579,C068,P018,1,2023-04-07 08:00:00,Store B,Alice Rodriguez,San Diego,2023-07-21,Dress,Clothing,130.65,130.65
579,T0580,C064,P037,2,2023-04-07 12:00:00,Store A,Patricia Jackson,Portland,2023-07-09,Travel Guide,Books,42.4,84.8
580,T0581,C077,P013,3,2023-04-07 16:00:00,Store C,Quinn Wilson,Los Angeles,2023-08-17,Sweater,Clothing,145.67,437.01
581,T0582,C035,P036,4,2023-04-07 20:00:00,Store B,Quinn Martinez,Sacramento,2023-04-13,Comic Book,Books,42.37,169.48
582,T0583,C039,P031,2,2023-04-08 00:00:00,Store B,Bob Thompson,Los Angeles,2023-04-25,Fiction Novel,Books,39.63,79.26
583,T0584,C094,P002,2,2023-04-08 04:00:00,Store A,Fiona Garcia,San Francisco,2023-10-07,Mouse,Electronics,457.12,914.24
584,T0585,C098,P016,1,2023-04-08 08:00:00,Store A,Alice Davis,Portland,2023-10-19,Hat,Clothing,58.28,58.28
585,T0586,C062,P009,2,2023-04-08 12:00:00,Store A,Julia Kim,Portland,2023-07-03,USB Cable,Electronics,586.73,1173.46
586,T0587,C051,P009,1,2023-04-08 16:00:00,Store C,Fiona Miller,Sacramento,2023-05-31,USB Cable,Electronics,586.73,586.73
587,T0588,C082,P038,2,2023-04-08 20:00:00,Store B,Rachel Rodriguez,San Francisco,2023-09-01,Self-Help,Books,44.68,89.36
588,T0589,C065,P011,1,2023-04-09 00:00:00,Store B,Patricia Anderson,Portland,2023-07-12,T-Shirt,Clothing,140.68,140.68
589,T0590,C008,P022,1,2023-04-09 04:00:00,Store B,George Brown,San Diego,2023-01-22,Blender,Home & Garden,281.8,281.8
590,T0591,C035,P033,1,2023-04-09 08:00:00,Store A,Quinn Martinez,Sacramento,2023-04-13,Biography,Books,38.1,38.1
591,T0592,C086,P036,1,2023-04-09 12:00:00,Store B,Alice Patel,Portland,2023-09-13,Comic Book,Books,42.37,42.37
592,T0593,C083,P045,1,2023-04-09 16:00:00,Store C,Rachel Martinez,Portland,2023-09-04,Running Shoes,Sports,400.96,400.96
593,T0594,C009,P023,1,2023-04-09 20:00:00,Store A,Steve Garcia,San Francisco,2023-01-25,Vacuum,Home & Garden,213.37,213.37
594,T0595,C045,P045,5,2023-04-10 00:00:00,Store A,Fiona Wilson,Portland,2023-05-13,Running Shoes,Sports,400.96,2004.8
595,T0596,C046,P045,1,2023-04-10 04:00:00,Store A,Eric Patel,Los Angeles,2023-05-16,Running Shoes,Sports,400.96,400.96
596,T0597,C084,P034,2,2023-04-10 08:00:00,Store A,Charlie Miller,Seattle,2023-09-07,Textbook,Books,24.38,48.76
597,T0598,C007,P009,3,2023-04-10 12:00:00,Store C,Diana Miller,Seattle,2023-01-19,USB Cable,Electronics,586.73,1760.19
598,T0599,C026,P024,5,2023-04-10 16:00:00,Store B,Oscar Brown,Los Angeles,2023-03-17,Lamp,Home & Garden,177.47,887.35
599,T0600,C091,P008,2,2023-04-10 20:00:00,Store C,Alice Davis,Seattle,2023-09-28,Webcam,Electronics,1376.55,2753.1
600,T0601,C039,P007,3,2023-04-11 00:00:00,Store B,Bob Thompson,Los Angeles,2023-04-25,Headphones,Electronics,1433.2,4299.6
601,T0602,C083,P036,1,2023-04-11 04:00:00,Store C,Rachel Martinez,Portland,2023-09-04,Comic Book,Books,42.37,42.37
602,T0603,C047,P018,1,2023-04-11 08:00:00,Store A,Bob Garcia,Portland,2023-05-19,Dress,Clothing,130.65,130.65
603,T0604,C025,P003,1,2023-04-11 12:00:00,Store A,Laura Wilson,San Francisco,2023-03-14,Keyboard,Electronics,85.26,85.26
604,T0605,C048,P028,2,2023-04-11 16:00:00,Store C,Kevin Singh,San Francisco,2023-05-22,Pillow,Home & Garden,54.92,109.84
605,T0606,C087,P006,2,2023-04-11 20:00:00,Store C,Alice Rodriguez,Los Angeles,2023-09-16,Smartphone,Electronics,1413.66,2827.32
606,T0607,C094,P044,1,2023-04-12 00:00:00,Store B,Fiona Garcia,San Francisco,2023-10-07,Soccer Ball,Sports,355.45,355.45
607,T0608,C093,P044,1,2023-04-12 04:00:00,Store C,Nina Rodriguez,Los Angeles,2023-10-04,Soccer Ball,Sports,355.45,355.45
608,T0609,C064,P021,2,2023-04-12 08:00:00,Store C,Patricia Jackson,Portland,2023-07-09,Coffee Maker,Home & Garden,173.69,347.38
609,T0610,C084,P028,1,2023-04-12 12:00:00,Store B,Charlie Miller,Seattle,2023-09-07,Pillow,Home & Garden,54.92,54.92
610,T0611,C043,P040,2,2023-04-12 16:00:00,Store B,Kevin Wilson,Seattle,2023-05-07,Reference Book,Books,30.45,60.9
611,T0612,C053,P001,2,2023-04-12 20:00:00,Store B,Diana Kim,Sacramento,2023-06-06,Laptop,Electronics,1097.56,2195.12
612,T0613,C096,P036,2,2023-04-13 00:00:00,Store C,Hannah Brown,San Francisco,2023-10-13,Comic Book,Books,42.37,84.74
613,T0614,C005,P021,3,2023-04-13 04:00:00,Store B,George Miller,Seattle,2023-01-13,Coffee Maker,Home & Garden,173.69,521.07
614,T0615,C022,P043,3,2023-04-13 08:00:00,Store A,Ian Rodriguez,Seattle,2023-03-05,Tennis Racket,Sports,330.23,990.69
615,T0616,C043,P035,1,2023-04-13 12:00:00,Store A,Kevin Wilson,Seattle,2023-05-07,Magazine,Books,21.74,21.74
616,T0617,C008,P013,2,2023-04-13 16:00:00,Store A,George Brown,San Diego,2023-01-22,Sweater,Clothing,145.67,291.34
617,T0618,C039,P049,2,2023-04-13 20:00:00,Store C,Bob Thompson,Los Angeles,2023-04-25,Bicycle,Sports,60.58,121.16
618,T0619,C078,P010,1,2023-04-14 00:00:00,Store A,Diana Garcia,Seattle,2023-08-20,Power Bank,Electronics,72.41,72.41
619,T0620,C066,P044,1,2023-04-14 04:00:00,Store C,Teresa Davis,San Francisco,2023-07-15,Soccer Ball,Sports,355.45,355.45
620,T0621,C096,P047,1,2023-04-14 08:00:00,Store C,Hannah Brown,San Francisco,2023-10-13,Resistance Bands,Sports,178.93,178.93
621,T0622,C092,P010,1,2023-04-14 12:00:00,Store A,Steve Garcia,Los Angeles,2023-10-01,Power Bank,Electronics,72.41,72.41
622,T0623,C059,P046,2,2023-04-14 16:00:00,Store B,Rachel Wilson,Seattle,2023-06-24,Water Bottle,Sports,446.65,893.3
623,T0624,C050,P013,3,2023-04-14 20:00:00,Store C,Ian Davis,Seattle,2023-05-28,Sweater,Clothing,145.67,437.01
624,T0625,C062,P037,1,2023-04-15 00:00:00,Store A,Julia Kim,Portland,2023-07-03,Travel Guide,Books,42.4,42.4
625,T0626,C079,P038,1,2023-04-15 04:00:00,Store C,Hannah Patel,Portland,2023-08-23,Self-Help,Books,44.68,44.68
626,T0627,C051,P024,4,2023-04-15 08:00:00,Store B,Fiona Miller,Sacramento,2023-05-31,Lamp,Home & Garden,177.47,709.88
627,T0628,C081,P002,1,2023-04-15 12:00:00,Store B,Charlie Anderson,San Diego,2023-08-29,Mouse,Electronics,457.12,457.12
628,T0629,C065,P022,1,2023-04-15 16:00:00,Store A,Patricia Anderson,Portland,2023-07-12,Blender,Home & Garden,281.8,281.8
629,T0630,C076,P017,2,2023-04-15 20:00:00,Store C,Teresa Brown,Los Angeles,2023-08-14,Socks,Clothing,70.06,140.12
630,T0631,C067,P036,2,2023-04-16 00:00:00,Store C,Quinn Martinez,Seattle,2023-07-18,Comic Book,Books,42.37,84.74
631,T0632,C054,P014,1,2023-04-16 04:00:00,Store C,Charlie Singh,San Diego,2023-06-09,Jacket,Clothing,145.27,145.27
632,T0633,C098,P010,1,2023-04-16 08:00:00,Store C,Alice Davis,Portland,2023-10-19,Power Bank,Electronics,72.41,72.41
633,T0634,C089,P035,1,2023-04-16 12:00:00,Store A,Hannah Lee,San Diego,2023-09-22,Magazine,Books,21.74,21.74
634,T0635,C033,P025,2,2023-04-16 16:00:00,Store B,Eric Chen,Seattle,2023-04-07,Plant Pot,Home & Garden,42.7,85.4
635,T0636,C095,P003,2,2023-04-16 20:00:00,Store A,Michael Kim,Los Angeles,2023-10-10,Keyboard,Electronics,85.26,170.52
636,T0637,C071,P047,1,2023-04-17 00:00:00,Store C,Ian Anderson,Los Angeles,2023-07-30,Resistance Bands,Sports,178.93,178.93
637,T0638,C096,P038,2,2023-04-17 04:00:00,Store C,Hannah Brown,San Francisco,2023-10-13,Self-Help,Books,44.68,89.36
638,T0639,C091,P017,3,2023-04-17 08:00:00,Store B,Alice Davis,Seattle,2023-09-28,Socks,Clothing,70.06,210.18
639,T0640,C066,P012,1,2023-04-17 12:00:00,Store C,Teresa Davis,San Francisco,2023-07-15,Jeans,Clothing,75.66,75.66
640,T0641,C007,P024,1,2023-04-17 16:00:00,Store A,Diana Miller,Seattle,2023-01-19,Lamp,Home & Garden,177.47,177.47
641,T0642,C051,P029,2,2023-04-17 20:00:00,Store A,Fiona Miller,Sacramento,2023-05-31,Candle,Home & Garden,162.72,325.44
642,T0643,C075,P043,1,2023-04-18 00:00:00,Store B,Alice Wilson,Los Angeles,2023-08-11,Tennis Racket,Sports,330.23,330.23
643,T0644,C082,P025,1,2023-04-18 04:00:00,Store A,Rachel Rodriguez,San Francisco,2023-09-01,Plant Pot,Home & Garden,42.7,42.7
644,T0645,C049,P036,2,2023-04-18 08:00:00,Store A,Patricia Chen,San Francisco,2023-05-25,Comic Book,Books,42.37,84.74
645,T0646,C033,P026,3,2023-04-18 12:00:00,Store A,Eric Chen,Seattle,2023-04-07,Rug,Home & Garden,190.28,570.84
646,T0647,C093,P038,3,2023-04-18 16:00:00,Store A,Nina Rodriguez,Los Angeles,2023-10-04,Self-Help,Books,44.68,134.04
647,T0648,C100,P001,2,2023-04-18 20:00:00,Store C,Eric Davis,Seattle,2023-10-25,Laptop,Electronics,1097.56,2195.12
648,T0649,C074,P020,2,2023-04-19 00:00:00,Store A,Teresa Wilson,San Diego,2023-08-08,Scarf,Clothing,42.03,84.06
649,T0650,C038,P028,1,2023-04-19 04:00:00,Store B,Alice Kim,Seattle,2023-04-22,Pillow,Home & Garden,54.92,54.92
650,T0651,C051,P016,2,2023-04-19 08:00:00,Store B,Fiona Miller,Sacramento,2023-05-31,Hat,Clothing,58.28,116.56
651,T0652,C006,P047,1,2023-04-19 12:00:00,Store A,Oscar Brown,Seattle,2023-01-16,Resistance Bands,Sports,178.93,178.93
652,T0653,C097,P017,1,2023-04-19 16:00:00,Store B,Bob Thompson,San Francisco,2023-10-16,Socks,Clothing,70.06,70.06
653,T0654,C029,P040,2,2023-04-19 20:00:00,Store A,Quinn Jackson,San Francisco,2023-03-26,Reference Book,Books,30.45,60.9
654,T0655,C078,P028,2,2023-04-20 00:00:00,Store B,Diana Garcia,Seattle,2023-08-20,Pillow,Home & Garden,54.92,109.84
655,T0656,C051,P012,1,2023-04-20 04:00:00,Store B,Fiona Miller,Sacramento,2023-05-31,Jeans,Clothing,75.66,75.66
656,T0657,C076,P027,4,2023-04-20 08:00:00,Store A,Teresa Brown,Los Angeles,2023-08-14,Curtains,Home & Garden,297.17,1188.68
657,T0658,C083,P042,1,2023-04-20 12:00:00,Store A,Rachel Martinez,Portland,2023-09-04,Dumbbells,Sports,402.17,402.17
658,T0659,C093,P047,1,2023-04-20 16:00:00,Store C,Nina Rodriguez,Los Angeles,2023-10-04,Resistance Bands,Sports,178.93,178.93
